,label,text
8172,2,"Group singing and dancing on a staged dressed in red, white and blue. A large group in red white and black perform on a stage. People in sailor suits performing a song or dance Girls are dancing and singing on stage. ||| A group playing musical instruments."
8173,0,A group of tourists stand around as a lady puts her hand near the mouth of a statue. A woman is making a statue pretend to kiss her hand beside four boys at a bench. Woman gets her hand kissed by living statue street artist. A woman posing with a statue alongside a group of boys ||| Boys talking.
8174,1,A night street scene with a line of people waiting for something in a dome. People socialize at the center of town during the evening. People in a courtyard plaza are sitting and standing. People standing in a long line. ||| A crowd gathers.
8175,0,The boy in the black and yellow mask is talking with the man in the blue shirt. A boy dress in a yellow and black mask is looking at a man in a blue t-shirt. An older man and a young child in a costume interact with one another. A boy in a costume sits across from a man smiling. ||| A man making faces.
8176,0,"The Rockettes perform on the street in front of Radio City Music Hall, as well as next to a cop car. The Rockettes perform in the street in front of Radio City Music Hall in New York City. A group a young dancers perform together in front of Radio City. The Rockettes are performing outside of Radio City. ||| A crowd clapping."
8177,2,A group of people are walking down the sidewalk in the snow all wrapped up because of the cold weather. A group of skiers walk across a snow covered sidewalk. People in line with their skis at a ski resort. Kids carry their skis down the street. ||| A group stands posing.
8178,1,"A woman in a colorful sweater is playing with a toddler and a Lego-built structure that includes a crane, a helicopter that says ""Harold"" on the side and a train with train tracks. A toy Lego set is featured in the foreground while a woman and child play with it in the background. Ginger baby playing with a train setup made out of counterfeit Lego. A woman pointing at a toy train set with a toddler looking on. ||| A mom helps her child."
8179,0,Two men in midair fighting in a professional wrestling ring. Two wrestlers jump in a ring while an official watches. A wrestler throws another wrestler to the ground. Two men in a fight in a ring ||| Two men practicing karate.
8180,2,A woman in a red sweater carries fabric and walks through the mud. A woman dressed in ethnic clothing is outside on a dirty street. A mother carries her child through a market on her back. A woman carrying her baby on her back in a city square. ||| Woman looking at the camera.
8181,1,A woman with a microphone and a man with a laptop stand behind a table. They prepared to make the announcement. A man and a woman holding microphones. A woman about to give a speech. ||| A man using a computer.
8182,2,A man confronts a bull at a rodeo while another man runs and a third attempts to stay out of the way. A man standing in front of a charging bull in a stadium full of people. Men flee a bull during a bull-riding competition. A bull charging at a bull rider in a live rodeo. ||| A man kneeling down.
8183,2,Lot of pigeons roaming on the street enjoying the sun. There are a bunch of pigeons walking on the ground. A flock of pigeons parades across an empty square. Pigeons scouring for food on sidewalk ||| A group walks.
8184,0,A small crowd of people has set up its chairs and begun to relax and enjoy the parade. A group of friends relaxing and enjoying a nice sunny day in the park. The family is relaxing in lawn chairs and having beverages. People are sitting in lawn chair in front of a playground. ||| A group talking to each other.
8185,1,"A woman in a black coat and carrying a yellow shopping bag is looking on while an older woman is pushing a wheeled shopping cart in a city. An old woman in a long coat with a small cart crosses the street while another woman smoking a cigarette watches. A woman in black holds a cigarette and a shopping bag, while an older woman crosses the street. A woman is rolling her grocery cart across the street. ||| A woman strolls."
8186,2,Two workmen in jeans pave the floor at a transportation stop next to a barren hill. Construction workers tend to the floor of what appears to be a mass transit stop. Two construction workers smooth out concrete surface. Two guys setting the cement. ||| A guy flies.
8187,1,A man in a blue shirt hold his hand up while talking to two ladies in blue shirts. A man is talking while two women listen to him. The three people are talking to each other A man is talking to two women. ||| A man explaining.
8188,2,"A female rollerblader in a black, red and white uniform and red helmet with a star on it, and MC squared tattoo on her upper right arm, competes with her team. A woman skating in a roller derby wearing a red helmet with a white star on it. A member of a rolled derby team skates around. A woman with a red helmet is skating. ||| A lady talking."
8189,0,"Two older men, one middle-aged women, and an older woman conversing at diner table in the interior of a kitchen. Four people are sitting around a kitchen counter while one is drinking from a glass. The four older adults in the room are talking to each other. A group of people sit around a breakfast bar. ||| A man having a snack."
8190,2,A cricketer is laying on the ground between the wicket and the ball. The cricket player just misses catching the ball. A man playing cricket closely inspects a shot. Guy playing cricket lying on the grass ||| A man laughing.
8191,2,People are walking along a beach with a pier in the background. Two young girls in shorts wading in the ocean. People in the water at the beach. Nice sunny day by the pier. ||| A woman with a hat walking.
8192,1,"A runner is being handed a water bottle from a woman in a teal jacket holding an umbrella. A woman assists a marathon runner by holding an umbrella over her and giving her water. On a rainy day, a woman holds an umbrella above a runner and gives her water. A jogger is being sheltered with an umbrella. ||| A lady running."
8193,2,A man is wearing a white shirt and burgundy pair of shorts is holding up his head and near a watered area among bushes and leaves. A man is crouching and looking into a stream while on top of a wooden structure. A man is bending over the side of a platform to look at the water. A man is on a wooden bridge looking for something in a creek. ||| A man is passing out advertisements.
8194,2,A photographer with bushy dark hair takes a photo of a skateboarder at an indoor park. A person is crouched down taking a photograph of a skateboarder. A photographer capturing a skateboarder mid trick. One man doing skateboarding stunts. ||| A man standing.
8195,1,"Five girls in swimsuits, are seen from the back, jumping into the water. Girls in swimsuits, holding hands and leaping into water. The five girls wearing swimsuits jump into the water. Girls in swimsuits jumping into water from behind ||| Women jump."
8196,2,People landscaping and gardening the areas around the walkway. A man pushing a cart of leaves down the sidewalk. A few people do outdoor work on a sunny day. People at work landscaping an area. ||| A man skateboarding.
8197,0,A group of men in white robes and standing with their hands raised. Men with their hands raised are wearing karate uniforms. Men in white outfits are holding up their hands. A man is taking part in a religious ceremony. ||| Fighters fight.
8198,2,A man wearing a helmet while walking on ropes above the air. A man walks on a ropes course in a helmet. A man walking across a rope bridge. A man walks on a rope bridge. ||| Several kids standing.
8199,2,"Two girls wearing a yellow shirt, one wearing a green shirt, and the last wearing a pink are each looking to the side A group of children are huddled together in a yard with a bamboo fence. Four young girls are standing in front of a wooden fence. A group of young girls in a fenced in area. ||| A child kicking a ball with a child."
8200,0,A large group of individuals are gathered around a bright light at night. A group of men gather around a lantern sitting atop some sort of chart. People gather around a lantern to look at a colored mat in the sand. A large group of men are gathered around a lantern at night. ||| Men having a beer.
8201,1,A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her. A woman relaxes with her bike on a red blanket in a field of green grass and trees. A lady laid her bicycle on the green lawn as she lies in a red blanket. A woman is laying on a red blanket in a park. ||| A girl suns herself.
8202,1,"A man wearing a green shirt and an orange safety hat works on mechanical equipment inside a fenced area, while a group of people walk on a lawn behind him. Man demonstrating an industrial saw at a fair. A man works outdoors with some machinery A man is milling wood at a festival. ||| A man operates a machine."
8203,1,"Three people are standing on stage and two of the people watch the other person play the trumpet. Three men on stage wearing black shirts, one with long hair is playing the trumpet. Two men watch another play on a brass bugle. A person playing a trumpet in a band. ||| Men playing music with instruments."
8204,0,"A group of people, a wedding party including a bride and groom, are walking down a path lined by benches and surrounded by grass and trees. Several members of a wedding party, including the bride, are walking past a lamp and some park benches. The people are following the Bride and the Groom at a wedding. A wedding day with the bride in a bright white beautiful dress ||| Women walk on a sidewalk."
8205,1,Two little dogs are lying on the green grass and a larger dog looks down on them. A large orange dog and a little orange dog with another third dog in the grass. Three dogs sniffing each other. Two dogs and a puppy. ||| Dogs greeting each other.
8206,0,Small middle eastern child in sort of wooden underground cave. A young child looks at the camera from within a building. A young child looks out from a wooden structure. A young child is in a hole with relics in it. ||| Child sitting.
8207,2,Two men in a relaxed office setting and they are both looking at their computers and one has their feet propped up on the desk. A man is staring at his computer with his feet on the desk A man in black shirt is just relaxing. Man puts his feet up on a desk. ||| Guys kayaking.
8208,2,Two white males are doing a set at a venue with guitars and vocals. Two male band members are playing guitars in front of a microphone. Two men are holding guitars. Two men playing the guitar. ||| Musicians smile.
8209,1,A group dressed in wintry attire of people on a sidewalk in Washington D.C. A crowd of people views newspaper covers in Washington D.C. A crowd of people in front of a memorial in Washington DC. Lots of people gathering in a line. ||| Large group standing.
8210,2,A woman in a white shirt smiling at a man in a blue shirt and white cap. Two people talk next to a flag with an eye illustration. A man wearing a white baseball cap talks to a woman. A woman smiling at a man on the street. ||| A man having a snack.
8211,2,"Two people fence with one another, and one is poked in the stomach. One person scoring a hit on another person while fencing. A fencing match between Russia and Italy. Two swordsmen practice their sport. ||| Skiers competing."
8212,0,An elderly Asian man has his arm around the shoulder of another elderly Asian man outdoors in the daytime. A tall elder man is standing with his hand around another shorter elder man in the middle of the city Two men in glasses pose for a picture on a sunny day. Two elderly men pose for a picture outdoors. ||| Speakers stand.
8213,0,"The two men are wearing tall hats, one hat is a red print and the other is gold colored. Two people wearing hats sit and look at the camera. Two men wear silly stove pipe hats and wear makeup. The hatted males pose for a picture. ||| A man frowns."
8214,2,"A young man, young woman, and small child ride together on a motorbike past a group of parked motor scooter carts. A woman, man, and a little baby is riding a scooter. A man, woman, and child share a moped bike. Three kids are riding a blue motorcycle. ||| Three woman sitting at a table."
8215,0,A man in a baseball cap holding a guitar with a woman in gray in the foreground. A man holding a guitar in his left hand and his right arm behind his head. A man laughing and holding an acoustic guitar. Man in ball cap plays guitar. ||| A man smiling.
8216,1,Six teens have some drinks in front of a memorial. Six young boys sit on a wall in a cemetery. Children sit on a wall inside a cemetery. Kids eating lunch in a cemetery. ||| A group of children sitting on a ledge.
8217,0,"A man sticks his tongue out at the camera, a woman smirks at it. A man shows off his tongue ring while posing with a girl. The man and woman are sitting together and smiling. Man with a pierced tongue next to a woman. ||| A woman stands."
8218,2,A bicyclist is attempting a trick over a jump nearby a bush and wooden building. Person jumping bicycle off cliff beside building on hill A biker spins his bike in the air above the ground. A person on a bike get airborne. ||| A group of cyclists riding their bikes.
8219,0,"Some men working around a business street marquis, there is a caution tape, one of the cones holding the tape is knocked over. Men are working on scaffolding outside of a building while other men watch. Four men working below a scaffolding around an open work site. Five men are working on a construction site. ||| Two men standing outside talking."
8220,1,A woman standing in front of a fence by a large body of water wearing a white top and jeans with a plaid bunny purse on her shoulder. A young female standing on the deck of a boat staring at her cellphone while riding on the water. Young lady on a ferry takes a photo of the water with her phone. A lady riding a boat looking out at the water. ||| A woman enjoying the day.
8221,1,Two old women sit on a bench having a conversation. Two older women sit on a wooden bench outdoors. Two older women sitting together on a bench. These two lady 's are having a conversation. ||| Women seated.
8222,1,Two people are sitting on the grass with the water just below them along with a waterfall. Man and woman sitting and talking near a small waterfall. Couple sitting in park near a small waterfall. A couple sitting by a small waterfall. ||| A couple relaxing.
8223,1,Two girls are walking by a car wash that has two cars and two men outside it. A girl in white and a girl in green walk past a blue car wash station. Two girls are walking in car wash parking lot. Two girls walk down across a parking lot. ||| Pedestrians walk.
8224,1,A person in a green and white suit does tricks midair on a black bike. The man is performing a trick on a motorcycle high in the air. Person in green gear does trick in midair with motorcycle. A BMX biker attempts a trick off his dirt bike. ||| A cyclist flying through the air.
8225,0,Couple kissing in front of a black car and a restaurant in the background. A European couple standing in the street kissing. An older couple kisses outside a restaurant. A man and woman kiss in the street. ||| A man holding a woman.
8226,1,Three women standing in front of a Sallie Mae sign interact among themselves. Some women wearing dark clothing are talking in front of a Sallie Mae sign. A group of women standing in front of a blue Sallie Mae banner. Three females talking in front of a Sallie Mae banner. ||| Older women converse.
8227,0,"People sit around a table with a red tablecloth that has food on it. A group of people are at an outdoor table, sharing a meal. A man holds up a plate with food at a park lunch. A man in a blue shirt passing a plate of food. ||| Three men eat."
8228,2,"Fat man climbs a tree, but his fat girl friend and dumb dogs wearing sweaters are not impressed. A person wearing a blue shirt and khaki pants climbing in a tree. A man climbing a tree while a woman is below with her dogs. A woman with two dogs standing near a man climbing a tree. ||| Father sitting."
8229,1,"A line of protesters are walking in the street, holding signs that say ""Our Children, Our Future"". The people walking in the street are demonstrating for children's rights. Women and men protesting outside on a sunny day with signs. A demonstration for a very strongly held point of view. ||| A group of protesters carrying signs."
8230,1,"Four people are sitting at a table, with microphones and bottles of water in front of them. Four judges are sitting at a table with the center left one speaking. A team of four judges rates a competition. Man in red shirt speaks into microphone ||| A gentleman speaking."
8231,1,"A man and a woman are talking to another man, and there is a computer in front of them. Business people talk after making a presentation. Three people gathering at a conference. Three well dressed individuals talking. ||| Two men converse."
8232,0,A parade with military personnel marching in their uniforms. A group of soldiers march in a parade. A bunch of military men marching. A military unit in a parade. ||| Soldiers carry flags.
8233,2,A young girl sits on a seat and looks at a train pamphlet. A little girl looking at a brochure on train rides Child sitting down looking at train ride brochure A young blond girl with a magazine in her hands ||| A child reads a book.
8234,2,A woman sits next to a harbor where boats are docked near people shopping People sit on a stone pillar in front of a number of docked boats. A dock with multiple people sitting on the pier. A woman is looking at her phone near the water. ||| Two men sitting on the floor.
8235,1,A man in a light green shirt is riding in a light green street cleaning type vehicle. A man in a green machine is cleaning a pump in front of the Drake hotel. Man in green jacket driving a green street cleaning machine. A city street is being cleaned by a man in a green vehicle. ||| A worker driving a piece of equipment.
8236,1,Two children sharing a space that permits them both to maximize their individual aspirations. A child in green and a child in orange playing on a jungle gym. Two children playing in a colorful playground. Two kids are playing in the park. ||| A child enjoying themselves.
8237,0,People wearing black and orange jacket are walking on the snowy road and head towards the same direction The group of people are all wearing orange vests walking towards the building. A group of people wearing bright orange jackets are walking in the snow. People in orange vests walking on a snowy road. ||| A woman talks while walking.
8238,0,A man playing the bagpipes in traditional garb plays while walking down a wet stone street. An old man dressed in black with white stockings is holding a bagpipe. A gentleman is walking along playing the bagpipes. A man in traditional attire plays the bagpipes. ||| A bald man standing.
8239,2,Two young children are asleep on a couch. Two brothers take a nap on a gray couch. Two children asleep on a couch. Two kids asleep on a futon. ||| A kid doing an ollie.
8240,1,A smiling man in a business jacket is in a hurry to somewhere as three people in sunglasses are behind him. These three men are jogging the same direction down a city street wearing sunglasses. A group of males dressed in conservative clothing walking down a sidewalk. Men dressed in black suits are happily jogging on the sidewalk. ||| Men rushing.
8241,1,A woman in glasses has her eyes wide open while she is at the dentist. Lady with a green mask at the dentist and she just look very unhappy. A person wearing glasses is prepped for some kind of dental work. A woman with glasses is undergoing a dental procedure. ||| A woman having a procedure done.
8242,2,A small child in a yellow shirt is holding their arms out to the sides. A young child wearing a green shirt with his arms wide open A child standing in the grass with their arms spread wide. A youngster playing in the park. ||| Kids resting.
8243,0,The motocross bike is doing a jump in the air in front of the crowd. A motocross rider doing a jump in front of an audience. A dirt biker is airborne in front of a crowd. The motocross rider does a trick in the air. ||| Man performing a trick.
8244,2,An elderly woman in a tent uses scissors and a chair to repair a fishing net. A woman is using a small pair of scissors on a large net. An elderly woman in glasses cuts through a net. A woman is preparing a net. ||| A woman holds a pair of socks.
8245,2,Two people in the photo are playing the guitar and the other is poking at him. A man is fixing the guitar players costume. A guy stitching up another man's coat. The two boys playing guitar ||| Several men traveling.
8246,2,A man and a young boy are eating on a city sidewalk next to a cardboard box and a red shopping cart. A man and boy are eating food outdoors while sitting down next to a shopping cart. A father and son enjoying lunch after a morning of shopping. A man and his son carrying bags are enjoying a meal. ||| Children point.
8247,1,Four people are engaged in conversation around a table at a New Year party. Three women and a man sitting at a table with a large pitcher of beer. Three women and a man are drinking beer at a table. A group of people talking and drinking beer. ||| Men gathering.
8248,1,Four skiers climbing snow draped mountain. Four people climbing a hill in the snow. Four crosscountry skiers climb uphill. A group of skiers going up a mountain ||| Skiers walking.
8249,1,"In what appears to be a college dormitory, a group of students are sitting on the steps; some are using technology and others are just relaxing and socializing. Students are sitting lined up on stair steps while they wait and check their electronic devices. Row of students taking a quick rest down the steps. Crowd of people hanging out on the stairs. ||| Women sitting on a stairway."
8250,1,Black and white dog jumping over a blue obstacle A black and white dog jumps over a bar. A border collie jumping over a hurdle. A black dog leaping over a hurdle. ||| A dog going through an obstacle course.
8251,2,Two brown dogs are laying on the street next to a metal pole. Two dogs are tied to a tree in a city. Two dogs are chained to a pole. Two dogs tied to a tree. ||| Two dogs running in the woods.
8252,2,"A brown-haired woman in a blue shirt, wearing a bib number from a marathon, holds a gold trophy and poses with a blond woman in a black dress. Mother and daughter stand together happily after daughter is presented with a trophy. A blond woman and a brunette woman pose with a trophy. Two girls pose with trophy at crowded event. ||| A dog poses."
8253,2,"A shirtless man in gray pants works at a conveyor belt beside a blue tarp on a boat which is surrounded by gray water. A man is standing in an open boat, examining a small engine which runs a conveyor belt. Bare-chested Asian laborer examining a conveyor belt motor. A man with no shirt works on a conveyor belt. ||| A man coming."
8254,0,A fluffy dog walks along the sandy beach. A brown and black dog walking on the beach Dog walking on the beach by the ocean. A medium sized dog on a beach ||| A dog lies down.
8255,0,"A blond woman is throwing a stick for her orange dog, who is leaping to get it. A woman is holding a stick in the air, while a dog jumps up. A woman with a stick is playing with a dog in a red collar. A woman prepares to throw a stick to a leaping dog. ||| A woman standing holding a bag."
8256,2,Airport employee dust the floor while standing on the moving walkway. A janitor stands on a moving walkway whilst cleaning in an airport. A man dust mopping the floor while riding a conveyor belt. A man is cleaning the walkway at an airport. ||| A man falling.
8257,1,"People in colorful, multicolored costumes hold hands during a street parade. People dressed up in festive costumes and holding hands. People are wearing bright colored costumes. Very colorful people dancing in a parade. ||| Men and women dancing."
8258,1,A man wearing a dark suit looks down as another person dressed in black and white does the same. The bald woman is standing smiling next to a frowning man. A man is helping someone put on a fancy robe. Two men talk and laugh. ||| A man stares at the ground.
8259,2,A dog prepares to bite a yellow dog toy. A brown dog lunges for a yellow toy. A brown dog chasing a yellow toy. A dog chases a toy. ||| A dog playing with an orange toy.
8260,0,A man performing a dredging operation in a river with a single-person operated dredging machine. A man is pushing a muddy contraption across shallow water with greenery in the background. A man with black hair pushes a large machine in a swampy watery area. A man in a hat pushing a tracker through some muddy water ||| A man has a backpack.
8261,2,"Three men in white safety suits stand in a huddle amid industrial machinery, while a fourth suited-man walks away from them. Four men, dressed in white overall suits that prevent infection, are in a room with mechanical equipments and a ladder. Engineers in full bodysuits and gloves are working around metal machines. The men are wearing white suits to protect themselves. ||| Workers walk."
8262,0,A heavyset couple sitting in lawn chairs on the grass with a brown dog at their feet. Some people in a park with a dog and folding chairs. People sitting in chairs while dog lies in grass People sit in chairs at a park with a dog. ||| A man conversing with a man.
8263,2,A small group of people outside a building standing around listening to a saxophone player. A man is playing a Saxophone while people on the street listen to the music. Four young people have stopped to listen to a man play a saxophone. Four people watching a man playing a musical instrument. ||| Three children play an instrument.
8264,2,"Four women grouped together, three of them looking at the camera and one of them standing, in a backyard. Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop. Five girls sitting around a green patio set outside on the deck. Four women are on a porch. ||| A woman rollerskating."
8265,2,"A man is in the kitchen cutting up chicken and vegetables on the counter, preparing a meal. A man is cutting raw meat next to a plate of vegetables. Man cutting up his food to put on a plate. A man preparing food in a kitchen. ||| A third man stands."
8266,2,"Builders wearing orange vests, white hard hats, and black coats stand near the top of an escalator, viewed through an office window. A crew in orange vests and hard hats stands near the top of an escalator. Several construction workers are looking at an escalator Seven factory workers standing at work. ||| A guy standing on a stage."
8267,2,A snowboarder in focus in mid-jump with blurred mountain background. A young snowboarder catches some air on his black snowboard. A snowboarder in a blue hat catches some air. A snowboarder flying off a jump. ||| Boys looking at each other.
8268,0,"Child in a denim jacket, sitting on a red car toy looking a people bike and walk down a street. A child in a blue jacket is looking to his left as bike rides down the street. A boy with a toy car is watching a cyclist go down the street. A little blond boy watching a bicyclist ride down a street. ||| A man on a bicycle riding down a street."
8269,0,"A crowd of people, almost all in helmets, some in masks, face the camera while someone in a red cap looks backward. Most of them are wearing mask to protect them from pollution. Huge crowd are gathered probably to demonstrate. Many people wearing helmets. ||| A group sitting and talking with each other."
8270,0,A girl in a blue shirt and tan shorts is standing on a road with a boy in a black shirt. A man and a woman wearing shorts are standing in an alley. A man in a black shirt has his back towards a woman. A man walks down a hill away from a woman. ||| A man having a conversation on a street.
8271,2,A person in a specialized suit rides a motorcycle. Motorcyclist performing while two men watch. A guy doing tricks on a motorcycle. A motorcyclist does a nose wheelie. ||| Woman driving.
8272,0,"A person in a long, tan trench coat walks along the sidewalk in front of a stone building. A person with a white coat is walking outside a stone building. A solitary pedestrian walks through the downtown area. A woman walking down the street on the sidewalk. ||| A woman carries a plastic bag."
8273,1,"In a crowd of young people at a bar, a man stands displaying the rock and roll sign. A man is making a ""rock"" gesture while standing on a stool in a crowded bar. A single man in a black t-shirt standing above the crowd at a busy bar. People enjoying drinks in a crowded bar. ||| Group of people gather in a bar."
8274,0,A group of people holding up fabric flags and walking down the street. People in costumes are entertaining at an amusement park. People are dressed in blue costumes on the street. A festival is going on in the streets. ||| A group dancing.
8275,1,Several street performers beat tribal drums and dance while wearing matching white and red garb. A group of women dressed in white are dancing in the street. A group of street drummers play while some onlookers dance. Many people dancing while others play the conga drums. ||| Some men playing various instruments.
8276,1,A man equipped with a chainsaw and protective gear is crafting a bird statue out of wood. A man is carving a large eagle out of wood in a public setting. A man carving an eagle out of a tree stump with a chainsaw. A man with a chainsaw is carving a bird out of wood. ||| Man sculpts an animal.
8277,0,"Elderly male accordion player plays in the street in front of a boutique wearing a blue vest, sunglasses, and a white hat with a red scarf on. A man playing an accordion on the street in front in front of a store. An old man with a hat and sunglasses is playing an accordion. An old man with a beige hat playing on his black accordion. ||| Man sings into microphone while playing an instrument."
8278,0,Two young attractive women with shorts cross a street of a busy city. Two sexy ladies are crossing the street. Two girls are crossing the street. A very crowded city street. ||| Two girls climb.
8279,2,Three dogs chasing each other in the snow. Three dogs are playing around in the snow. Two dogs play together in the snow. Three dogs play in snow. ||| Dog standing.
8280,1,A downhill skier races down the snowy hillside as the sun shines above in a clear sky. A skier is skiing alone in fresh powder on a sunny day. A lone skier goes down an empty hill under a blue sky. A skier on a slope. ||| A skier traveling.
8281,0,Three individuals sit on short metal posts outside of a building. These people can find a resting place in the most unusual forms. Three people are sitting and waiting. Bystanders rest on nearby poles. ||| Two women sitting.
8282,1,"Hikers, riders, and horses make their way down the dusty hill. Two horse riders and three walkers are going down a dusty path. Two girls on horseback being led by guys. Horseback riding in the mountains ||| A group walks."
8283,1,"In the evening, several people are sitting at tables outside a brightly lit cafe with a dark awning and a chalkboard menu. People are sitting at a cozily lit French restaurant. People are sitting at every table in a cafe. People eating at a French restaurant. ||| Some individuals sitting."
8284,0,The captains of two football teams meet with the referee on the field before the game starts. Players at football game gather around referee in preparation for action. A football team getting ready for the coin toss in a half empty stadium. Football players gather for the coin toss. ||| Several kids standing.
8285,1,A man in a black shirt is removing his work gloves by a red gate at a construction site. Older construction worker enjoying a smoke break while others press on. An old overweight man is smoking near a construction site. Two men are at a construction scene. ||| A man standing.
8286,0,A woman wearing a red and black striped dress is standing next to two women on a sidewalk. Three girls are chatting and waiting in front of the parking lot. Teenage girls are gathered near a wall in a city. Three younger women sit outside and have a chat. ||| Women talking on a street.
8287,2,A young woman with a shopping bag is crouched on a cobbled sidewalk petting a small brown and white puppy. A girl in a white shirt with a shopping bag stops on the street to feed a puppy. A brown-haired girl stoops to pick up a small white puppy on an empty street. A young woman stoops to feed a small dog on a brick-paved street. ||| Some children playing jump rope.
8288,1,"A woman purchases a spool of yarn from another woman, who is selling on the side of the street. A woman in a black hat is speaking to a woman in a blue dress. A female street vendor sells brightly colored spools of yarn. A lady buying colorful spools of yarn from another lady. ||| Two women talking."
8289,1,"A newlywed couple, still wearing their wedding outfits, prepare to enter a car. A happy, beautiful bride getting out of a luxury car. A bride getting out of her car on her wedding day. A man helps the bride standing near the car. ||| A bride carrying a bouquet."
8290,1,A brown and black dog is standing on its hind legs trying to catch something. German Shepherd standing up snapping at droplets of water A German Shepherd playing with water in the grass. A dog plays on the grass. ||| A dog jumping up.
8291,2,"A woman holding a black purse is leaning with her elbow on the seat of a bicycle. A girl in a green shirt is posing humorously with a bicycle in a parking lot. A woman in a green shirt is leaning against a locked bicycle. A woman in green shirt poses near a parked, locked bike. ||| A lady sitting down."
8292,0,"The two tan colored dogs are in a field, and one is jumping in the air. One dog is jumping up at another dog in a grassy field. Two brown dogs play with one another in the field. Two brown dogs in a field. ||| Another dog stands."
8293,0,"A man is leaning over above the water, reaching toward the shark moving toward him. A man trying to touch a dolphin or whale or some kind of marine animal A man in a blue shirt and dark blue hat reaches out to a dolphin. Man in blue shirt leaning over a big shark. ||| A guy smiling."
8294,0,"A sports team coach, dressed in navy, is pointing emphatically to something outside the picture. A coach wearing a blue shirt points off-camera. Men on a sports field before or after a game. A coach gives instructions on the field. ||| Man yells."
8295,1,Two young Asian girls look off into the distance while standing in an urban area. Two little girls with no facial expressions stand close to each other in a city. Two young Asian girls stand in the street and look concerned. Two young girls looking very concerned. ||| Two children look at something.
8296,2,An Asian man in an orange jacket carries a high stack of boxes. A man in an orange jacket and blue pants carrying many boxes. A man in an orange sweater carrying a large amount of boxes. Man carrying too many boxes. ||| A woman pulling a bag.
8297,2,A volleyball player in an orange shirt jumps into the air to hit the ball. A male volleyball player in a yellow jersey is about to spike the ball. A volleyball player in an orange jersey performing a jump serve. A player jumping high in the air after hitting a volleyball. ||| A man woodworking.
8298,1,"A group of runners is running down a street, in front of onlookers, with the ground hill in the background covered in snow. Marathon runners are heading down a road by a park on a cold winter day. The runners are participating in a marathon run. Men and women participate in marathon. ||| A group jogs."
8299,1,A bare-chested man launches his skateboard off a ramp. Teen does trick on skateboard while riding the rail. A skateboarder attempts a trick with no shirt on. A skateboarder doing a trick on a handrail. ||| A skater grinds a rail.
8300,1,A color guard representing the various arms of the Armed Services march in a parade. A military section of a parade is marching with many different flags. Marines dressing uniform walking in a parade carrying their colors. Soldiers march up the street during a parade. ||| A group walking.
8301,2,"Two male friends sit at table in a restaurant discussing bar camp, which one advertises with a small sign. Two men are sitting in a restaurant while one of them holds a piece of paper up to the camera. Two men posing for a picture while one of them hold up a piece of paper. A man sitting at a table holding a card as his friend looks on. ||| Men walking and smiling."
8302,2,A nice light show displays a rock singer. A woman is bathed in red light on stage. A band is performing on stage. Singer at a Concert dancing. ||| A woman standing on a tree branch.
8303,1,A group of people with bikes looking in the direction another young person is pointing. A group of standing moped riders look off into the distance. Men and women on bikes stop to look at something. People on their motorcycles on a sidewalk. ||| Men taking a break.
8304,0,The woman leans over and takes a bite of food from her plate. A woman is eating at a table as people walk by. A young woman eating salad bent over a table. A woman in a black shirt eating a salad. ||| A woman has headphones.
8305,0,"A brown dog, a black dog and a black and white dog are in a grassy field A white and black dog, a yellow dog and a black dog in a grassy field. Black dog, orange dog and black and white dog, on grass. Three dogs are running through a grassy field. ||| A little dog stands."
8306,2,A man with a cowboy hat is talking with an older man. Three men wearing cowboy hats looking in distance. Three men sit contemplating their next bull ride. Three men in cowboy hats at a rodeo. ||| A mother sitting.
8307,0,Several people dressed primarily in blue and white wait outside for a cable car. A group of people wait at a stop for the next trolley. People walk on a sidewalk next to tram tracks. Tourists walk and gather in a crowded city. ||| A large group standing.
8308,1,A woman in a bride 's dress is inspecting a bouquet. A bride looking at a bouquet of flowers. A woman in a beautiful wedding dress. A bride admires her bouquet. ||| A bride sitting.
8309,2,His wife is telling him he needs to eat healthier and he is arguing that all the healthy food tastes gross. An old man in a brown jacket with white hair and a beard talks to an old woman. An older man speaks to an older woman in Fairway grocery store. An overweight individual is leaning over a market counter. ||| Hikers stand.
8310,2,"A group of three men and two women sitting at a table that has food, drinks, and a game on it. Five young people are sitting in front of a table with food and are laughing. A group of people sit at a table and play a board game. People sitting at a table. ||| Three children sitting in the grass."
8311,0,A man in an orange jacket and crazy hat holds eight orange flowers. Man in a London town crier ceremonial uniform holds flowers The man in the fancy outfit is fixing his roses. A man in aged clothing holding flowers ||| An older man holds a bunch of flowers.
8312,1,"Street vendors make sales on the sidewalk while cars pass on the busy city streets beside them. A dark-haired man with a mustache is sitting by a curb near busy traffic. A street vendor with dark hair and glasses, sitting on a folding chair. A man is sitting on a chair on a sidewalk. ||| Man selling something."
8313,2,Two boys are in midair jumping into an inground pool. Two teenage boys are leaping into a swimming pool. Two teenage boys jump flailing into a hotel pool. Two boys are jumping into a pool. ||| A man jumps his bicycle.
8314,1,There are lots of people sitting down and walking around on concrete. People sitting on steps outside a pool of water. People are sitting on stairs outdoors. People sitting near a fountain. ||| Groups sit.
